ticket_id,category,status,open_date,close_date,dept,resolution_days
TKT-002251,Learning & Development,Closed,2025-08-10,2025-10-02,Customer Success,53
TKT-001689,Offboarding,Closed,2025-03-09,2025-03-29,Engineering,20
TKT-002639,Employee Relations,Closed,2025-04-24,2025-07-01,Engineering,68
TKT-002629,Onboarding,Closed,2025-09-08,2025-09-22,Engineering,14
TKT-000362,HR Technology,Closed,2025-03-11,2025-06-17,Customer Success,98
TKT-002791,HR Technology,Closed,2025-10-30,2025-12-31,Engineering,62
TKT-002766,HR Technology,Closed,2025-10-31,2025-11-22,Engineering,22
TKT-002547,Policy & Benefits,Closed,2025-06-20,2025-06-29,Engineering,9
TKT-001328,HR Technology,Closed,2025-07-28,2025-08-30,Data,33
TKT-002583,Policy & Benefits,Closed,2025-01-13,2025-01-27,Sales,14
TKT-002605,Compensation,Closed,2025-12-07,2025-12-31,Marketing,24
TKT-002387,Compensation,Closed,2025-03-26,2025-03-27,HR,1
TKT-002747,Policy & Benefits,Closed,2025-03-01,2025-03-11,HR,10
TKT-002789,HR Technology,Closed,2025-08-25,2025-11-11,Engineering,78
TKT-002477,Compensation,Closed,2025-01-16,2025-02-15,Engineering,30
TKT-001044,HR Technology,Closed,2025-04-17,2025-05-25,Engineering,38
TKT-002719,Payroll,Closed,2025-09-18,2025-10-18,Engineering,30
TKT-002538,Learning & Development,Closed,2025-02-10,2025-03-12,Product,30
TKT-002797,Payroll,Closed,2025-12-07,2025-12-31,Sales,24
TKT-002198,Offboarding,Closed,2025-07-24,2025-08-11,Engineering,18
TKT-001368,Payroll,Closed,2025-06-24,2025-07-17,Customer Success,23
TKT-002579,Payroll,Closed,2025-04-21,2025-05-06,HR,15
TKT-002526,Learning & Development,Closed,2025-08-17,2025-09-20,Product,34
TKT-002284,Policy & Benefits,Closed,2025-11-26,2025-12-10,Engineering,14
TKT-002778,Payroll,Closed,2025-09-14,2025-09-19,Engineering,5
TKT-002448,Learning & Development,Closed,2025-01-23,2025-03-16,Product,52
TKT-002518,Compensation,Closed,2025-12-18,2025-12-23,Engineering,5
TKT-002582,Employee Relations,Closed,2025-11-04,2025-12-09,Engineering,35
TKT-002601,Offboarding,Closed,2025-11-02,2025-11-21,Product,19
TKT-002324,Payroll,Closed,2025-04-21,2025-05-20,Sales,29
TKT-001745,Learning & Development,Closed,2025-04-01,2025-05-24,Engineering,53
TKT-002533,Policy & Benefits,Closed,2025-12-04,2025-12-09,Sales,5
TKT-002370,Payroll,Closed,2025-06-03,2025-06-06,Sales,3
TKT-001636,HR Technology,Closed,2025-06-15,2025-09-05,Engineering,82
TKT-002289,HR Technology,Closed,2025-10-02,2025-10-28,Engineering,26
TKT-002272,Employee Relations,Closed,2025-10-31,2025-12-15,Marketing,45
TKT-002032,Onboarding,Closed,2025-12-10,2025-12-31,Data,21
TKT-002496,HR Technology,Closed,2025-02-04,2025-05-11,Product,96
TKT-001995,Compensation,Closed,2025-07-30,2025-08-25,Sales,26
TKT-002612,Policy & Benefits,Closed,2025-08-03,2025-08-09,Data,6
TKT-001747,Learning & Development,Closed,2025-11-09,2025-11-23,Sales,14
TKT-002402,Onboarding,Closed,2025-09-02,2025-09-13,Product,11
TKT-002607,Onboarding,Closed,2025-10-08,2025-10-27,Engineering,19
TKT-002627,HR Technology,Closed,2025-06-10,2025-08-22,Finance,73
TKT-001602,Payroll,Closed,2025-10-13,2025-12-06,Sales,54
TKT-002411,Policy & Benefits,Closed,2025-08-08,2025-08-27,Engineering,19
TKT-002300,Payroll,Closed,2025-11-04,2025-11-24,Engineering,20
TKT-001036,Onboarding,Closed,2025-05-31,2025-06-30,Data,30
TKT-001076,HR Technology,Closed,2025-06-15,2025-09-09,Engineering,86
TKT-002403,HR Technology,Closed,2025-03-03,2025-03-20,Engineering,17
TKT-000187,Payroll,Closed,2025-05-01,2025-05-31,Executive,30
TKT-000713,Learning & Development,Closed,2025-02-03,2025-03-17,Data,42
TKT-001436,Compensation,Closed,2025-08-30,2025-09-05,Sales,6
TKT-001911,HR Technology,Closed,2025-12-24,2025-12-31,Engineering,7
TKT-002195,Onboarding,Closed,2025-01-15,2025-01-21,Engineering,6
TKT-000515,Onboarding,Closed,2025-09-21,2025-09-28,Data,7
TKT-001200,HR Technology,Closed,2025-02-14,2025-04-04,Sales,49
TKT-001807,Policy & Benefits,Closed,2025-09-11,2025-10-01,Customer Success,20
TKT-001898,Payroll,Closed,2025-11-08,2025-12-14,Engineering,36
TKT-001644,Policy & Benefits,Closed,2025-12-10,2025-12-15,HR,5
TKT-000797,Policy & Benefits,Closed,2025-11-17,2025-12-06,Engineering,19
TKT-002003,Employee Relations,Closed,2025-08-23,2025-10-14,Engineering,52
TKT-001086,Payroll,Closed,2025-01-17,2025-02-11,Engineering,25
TKT-001867,Payroll,Closed,2025-09-09,2025-10-08,Engineering,29
TKT-001820,Offboarding,Closed,2025-07-13,2025-08-04,Customer Success,22
TKT-002645,HR Technology,Closed,2025-10-09,2025-12-16,Data,68
TKT-002004,Payroll,Closed,2025-11-12,2025-12-02,Engineering,20
TKT-000961,HR Technology,Closed,2025-11-24,2025-12-29,Engineering,35
TKT-000635,Policy & Benefits,Closed,2025-12-06,2025-12-26,Sales,20
TKT-002615,HR Technology,Closed,2025-06-06,2025-07-27,Marketing,51
TKT-002660,Learning & Development,Closed,2025-11-01,2025-12-30,Engineering,59
TKT-001251,Payroll,Closed,2025-04-27,2025-05-13,Executive,16
TKT-001637,Employee Relations,Closed,2025-04-02,2025-06-10,Engineering,69
TKT-001772,Employee Relations,Closed,2025-10-08,2025-10-13,Customer Success,5
TKT-001600,Onboarding,Closed,2025-10-30,2025-11-22,Data,23
TKT-001519,HR Technology,Closed,2025-05-15,2025-07-01,Product,47
TKT-001293,Compensation,Closed,2025-06-22,2025-07-21,Sales,29
TKT-002215,Payroll,Closed,2025-07-23,2025-07-26,Sales,3
TKT-001753,Policy & Benefits,Closed,2025-12-20,2025-12-23,Product,3
TKT-001570,Employee Relations,Closed,2025-04-10,2025-06-14,Customer Success,65
TKT-001169,Payroll,Closed,2025-06-14,2025-07-02,Customer Success,18
TKT-001954,Learning & Development,Closed,2025-06-12,2025-06-21,HR,9
TKT-001545,Onboarding,Closed,2025-12-01,2025-12-28,Engineering,27
TKT-000684,Policy & Benefits,Closed,2025-04-12,2025-04-23,Engineering,11
TKT-002590,HR Technology,Closed,2025-07-13,2025-08-12,Data,30
TKT-002126,Payroll,Closed,2025-04-24,2025-06-16,Sales,53
TKT-002780,HR Technology,Closed,2025-02-20,2025-04-07,Marketing,46
TKT-002571,HR Technology,Closed,2025-01-21,2025-03-24,Engineering,62
TKT-001350,Policy & Benefits,Closed,2025-01-24,2025-02-06,Engineering,13
TKT-002566,Policy & Benefits,Closed,2025-01-20,2025-01-24,Sales,4
TKT-002327,Compensation,Closed,2025-04-22,2025-05-29,Sales,37
TKT-002249,Onboarding,Closed,2025-09-12,2025-09-16,Product,4
TKT-002157,Payroll,Closed,2025-10-06,2025-10-26,HR,20
TKT-000752,HR Technology,Closed,2025-10-01,2025-11-19,Product,49
TKT-001567,Learning & Development,Closed,2025-10-07,2025-10-28,Customer Success,21
TKT-001796,HR Technology,Closed,2025-11-08,2025-12-31,Customer Success,53
TKT-001569,HR Technology,Closed,2025-08-24,2025-09-29,Sales,36
TKT-002643,Compensation,Closed,2025-09-19,2025-10-10,Engineering,21
TKT-002230,Policy & Benefits,Closed,2025-08-17,2025-08-21,Customer Success,4
TKT-001749,Employee Relations,Closed,2025-01-30,2025-04-02,Customer Success,62
TKT-002211,Learning & Development,Closed,2025-11-21,2025-12-20,Engineering,29
TKT-001902,Payroll,Closed,2025-01-07,2025-01-10,Sales,3
TKT-001939,Employee Relations,Closed,2025-06-05,2025-08-21,Customer Success,77
TKT-000245,Payroll,Closed,2025-08-10,2025-09-04,Customer Success,25
TKT-002162,Payroll,Closed,2025-12-13,2025-12-27,Engineering,14
TKT-001913,Onboarding,Closed,2025-05-10,2025-06-07,Customer Success,28
TKT-002725,Employee Relations,Closed,2025-01-03,2025-02-21,Sales,49
TKT-001953,Offboarding,Closed,2025-08-23,2025-08-29,Customer Success,6
TKT-002681,Payroll,Closed,2025-02-14,2025-03-14,Engineering,28
TKT-002499,Payroll,Closed,2025-11-07,2025-12-12,Marketing,35
TKT-002379,Policy & Benefits,Closed,2025-08-15,2025-08-27,Engineering,12
TKT-001581,Learning & Development,Closed,2025-04-26,2025-05-25,Engineering,29
TKT-000054,Onboarding,Closed,2025-09-11,2025-10-11,Engineering,30
TKT-001601,Learning & Development,Closed,2025-04-11,2025-04-25,Engineering,14
TKT-002551,HR Technology,Closed,2025-07-20,2025-08-23,Engineering,34
TKT-002617,Compensation,Closed,2025-07-26,2025-08-18,Data,23
TKT-002257,HR Technology,Closed,2025-02-07,2025-03-18,Finance,39
TKT-002145,Offboarding,Closed,2025-11-28,2025-12-20,Customer Success,22
TKT-002663,Payroll,Closed,2025-09-08,2025-09-15,Product,7
TKT-001580,Compensation,Closed,2025-01-17,2025-02-11,Engineering,25
TKT-001126,HR Technology,Closed,2025-03-06,2025-04-04,Product,29
TKT-002410,Payroll,Closed,2025-11-06,2025-12-12,Engineering,36
TKT-001829,HR Technology,Closed,2025-10-04,2025-11-02,Engineering,29
TKT-001377,Learning & Development,Closed,2025-11-23,2025-12-28,Data,35
TKT-002443,Onboarding,Closed,2025-10-06,2025-10-13,Engineering,7
TKT-001187,Payroll,Closed,2025-06-19,2025-06-27,Finance,8
TKT-001673,Onboarding,Closed,2025-01-28,2025-01-30,Customer Success,2
TKT-002701,HR Technology,Closed,2025-11-07,2025-12-31,Engineering,54
TKT-002217,Learning & Development,Closed,2025-08-09,2025-10-10,Engineering,62
TKT-000995,HR Technology,Closed,2025-05-09,2025-06-17,Marketing,39
TKT-002446,Learning & Development,Closed,2025-11-28,2025-12-31,Engineering,33
TKT-001342,Payroll,Closed,2025-12-28,2025-12-31,Engineering,3
TKT-002474,HR Technology,Closed,2025-03-29,2025-07-01,Sales,94
TKT-001228,Payroll,Closed,2025-04-19,2025-05-05,Data,16
TKT-001928,Policy & Benefits,Closed,2025-04-18,2025-05-13,Engineering,25
TKT-001782,Employee Relations,Closed,2025-09-12,2025-09-28,Engineering,16
TKT-000645,Offboarding,Closed,2025-02-14,2025-02-15,Product,1
TKT-002060,Policy & Benefits,Closed,2025-01-06,2025-02-01,Engineering,26
TKT-002492,Offboarding,Closed,2025-09-18,2025-09-27,Customer Success,9
TKT-002093,Payroll,Closed,2025-03-19,2025-04-07,Engineering,19
TKT-002336,HR Technology,Closed,2025-09-18,2025-10-12,Engineering,24
TKT-001651,Learning & Development,Closed,2025-12-26,2025-12-31,Engineering,5
TKT-002112,HR Technology,Closed,2025-04-30,2025-07-16,Engineering,77
TKT-001830,HR Technology,Closed,2025-11-15,2025-12-31,Customer Success,46
TKT-002341,Offboarding,Closed,2025-05-19,2025-06-05,Engineering,17
TKT-001672,Payroll,Closed,2025-08-02,2025-08-26,Customer Success,24
TKT-000803,Offboarding,Closed,2025-01-11,2025-01-21,Engineering,10
TKT-002491,Learning & Development,Closed,2025-05-08,2025-06-26,Customer Success,49
TKT-002393,Employee Relations,Closed,2025-04-09,2025-05-31,Data,52
TKT-002355,Policy & Benefits,Closed,2025-06-05,2025-06-10,Data,5
TKT-000356,Payroll,Closed,2025-09-29,2025-10-17,Engineering,18
TKT-002316,Payroll,Closed,2025-01-11,2025-01-31,Engineering,20
TKT-000072,Payroll,Closed,2025-10-21,2025-11-25,Customer Success,35
TKT-001547,Onboarding,Closed,2025-07-25,2025-07-31,Marketing,6
TKT-000666,Employee Relations,Closed,2025-10-03,2025-12-09,Customer Success,67
TKT-002481,Payroll,Closed,2025-10-29,2025-11-22,Engineering,24
TKT-001858,Compensation,Closed,2025-11-10,2025-11-27,Customer Success,17
TKT-000870,Payroll,Closed,2025-05-05,2025-05-09,Marketing,4
TKT-002055,Onboarding,Closed,2025-04-10,2025-05-04,Sales,24
TKT-002140,Onboarding,Closed,2025-03-18,2025-04-12,Sales,25
TKT-002346,Offboarding,Closed,2025-08-26,2025-09-09,Sales,14
TKT-002076,Policy & Benefits,Closed,2025-05-14,2025-05-16,Data,2
TKT-001395,Learning & Development,Closed,2025-04-06,2025-05-14,Engineering,38
TKT-001224,Payroll,Closed,2025-04-29,2025-06-06,Sales,38
TKT-002380,Learning & Development,Closed,2025-05-16,2025-06-08,Engineering,23
TKT-001698,Onboarding,Closed,2025-06-06,2025-06-15,Customer Success,9
TKT-002196,Employee Relations,Closed,2025-06-23,2025-07-20,Data,27
TKT-002293,Policy & Benefits,Closed,2025-01-10,2025-01-18,Product,8
TKT-002770,Learning & Development,Closed,2025-04-09,2025-04-24,Product,15
TKT-001666,Payroll,Closed,2025-02-23,2025-03-31,Finance,36
TKT-002637,Offboarding,Closed,2025-10-09,2025-10-26,Data,17
TKT-000282,HR Technology,Closed,2025-05-20,2025-06-20,Engineering,31
TKT-001380,HR Technology,Closed,2025-08-21,2025-10-24,Customer Success,64
TKT-002005,Compensation,Closed,2025-05-27,2025-06-05,Customer Success,9
TKT-000548,Payroll,Closed,2025-06-15,2025-06-28,Engineering,13
TKT-001153,Payroll,Closed,2025-04-21,2025-04-29,Engineering,8
TKT-001010,Policy & Benefits,Closed,2025-09-04,2025-09-12,Product,8
TKT-002213,Policy & Benefits,Closed,2025-09-21,2025-09-25,Engineering,4
TKT-001606,Onboarding,Closed,2025-03-27,2025-04-25,Product,29
TKT-000434,Policy & Benefits,Closed,2025-01-01,2025-01-19,Sales,18
TKT-002218,HR Technology,Closed,2025-04-21,2025-05-14,Engineering,23
TKT-002258,Onboarding,Closed,2025-08-04,2025-08-25,Engineering,21
TKT-002095,Policy & Benefits,Closed,2025-03-06,2025-03-10,Engineering,4
TKT-002317,Offboarding,Closed,2025-08-25,2025-09-08,Engineering,14
TKT-001233,Offboarding,Closed,2025-08-29,2025-09-13,Engineering,15
TKT-001671,Onboarding,Closed,2025-12-24,2025-12-29,HR,5
TKT-002247,Policy & Benefits,Closed,2025-11-17,2025-12-07,Engineering,20
TKT-002152,HR Technology,Closed,2025-09-29,2025-11-14,Customer Success,46
TKT-001775,Payroll,Closed,2025-03-02,2025-03-24,Customer Success,22
TKT-002587,Payroll,Closed,2025-08-07,2025-08-17,Engineering,10
TKT-002572,HR Technology,Closed,2025-08-31,2025-12-10,Sales,101
TKT-001616,Employee Relations,Closed,2025-07-11,2025-07-27,Engineering,16
TKT-002541,HR Technology,Closed,2025-11-20,2025-12-31,Engineering,41
TKT-002240,Onboarding,Closed,2025-08-07,2025-08-12,Sales,5
TKT-000142,Compensation,Closed,2025-08-02,2025-09-09,Engineering,38
TKT-002295,Policy & Benefits,Closed,2025-07-01,2025-07-06,Product,5
TKT-001863,Learning & Development,Closed,2025-08-13,2025-09-14,Product,32
TKT-001774,Policy & Benefits,Closed,2025-01-10,2025-01-13,Sales,3
TKT-002187,Payroll,Closed,2025-10-21,2025-11-29,Product,39
TKT-001137,HR Technology,Closed,2025-10-01,2025-11-01,Finance,31
TKT-001245,Learning & Development,Closed,2025-09-27,2025-10-16,Engineering,19
TKT-002014,Payroll,Closed,2025-10-23,2025-10-28,Engineering,5
TKT-001875,Compensation,Closed,2025-03-22,2025-05-06,Sales,45
TKT-002019,Policy & Benefits,Closed,2025-01-21,2025-02-03,Product,13
TKT-001352,Offboarding,Closed,2025-06-10,2025-06-16,Data,6
TKT-002634,HR Technology,Closed,2025-05-13,2025-07-09,Engineering,57
TKT-001068,Compensation,Closed,2025-03-11,2025-03-24,Engineering,13
TKT-001121,HR Technology,Closed,2025-09-24,2025-11-27,Engineering,64
TKT-001740,HR Technology,Closed,2025-07-11,2025-08-23,Engineering,43
TKT-002519,HR Technology,Closed,2025-10-04,2025-10-17,Engineering,13
TKT-002377,Payroll,Closed,2025-04-30,2025-05-12,Engineering,12
TKT-000734,Payroll,Closed,2025-07-08,2025-08-12,Engineering,35
TKT-002063,Offboarding,Closed,2025-03-20,2025-04-10,Finance,21
TKT-002573,Payroll,Closed,2025-04-06,2025-05-05,Customer Success,29
TKT-002418,Payroll,Closed,2025-10-16,2025-10-29,Engineering,13
TKT-001680,Policy & Benefits,Closed,2025-12-12,2025-12-21,Product,9
TKT-002096,Compensation,Closed,2025-04-02,2025-04-15,Engineering,13
TKT-000438,Employee Relations,Closed,2025-04-16,2025-05-24,Engineering,38
TKT-002288,HR Technology,Closed,2025-04-29,2025-07-08,Engineering,70
TKT-002693,Payroll,Closed,2025-03-20,2025-03-23,Sales,3
TKT-001012,Policy & Benefits,Closed,2025-07-07,2025-07-11,Customer Success,4
TKT-001709,Policy & Benefits,Closed,2025-05-13,2025-05-23,Sales,10
TKT-002529,Onboarding,Closed,2025-08-11,2025-09-06,Engineering,26
TKT-002130,Policy & Benefits,Closed,2025-06-04,2025-06-09,Customer Success,5
TKT-001716,Policy & Benefits,Closed,2025-10-20,2025-10-30,Customer Success,10
TKT-001841,HR Technology,Closed,2025-01-16,2025-03-31,Finance,74
TKT-002329,Payroll,Closed,2025-11-06,2025-11-12,Sales,6
TKT-002146,Payroll,Closed,2025-07-11,2025-07-17,Sales,6
TKT-002698,HR Technology,Closed,2025-04-28,2025-07-14,Engineering,77
TKT-002203,Policy & Benefits,Closed,2025-07-20,2025-08-01,Marketing,12
TKT-002567,Payroll,Closed,2025-01-23,2025-02-08,Customer Success,16
TKT-000871,Offboarding,Closed,2025-11-12,2025-11-26,Sales,14
TKT-002113,HR Technology,Closed,2025-01-10,2025-03-06,Data,55
TKT-000199,Policy & Benefits,Closed,2025-01-16,2025-02-11,Sales,26
TKT-002562,HR Technology,Closed,2025-05-31,2025-08-04,HR,65
TKT-001310,Payroll,Closed,2025-03-24,2025-03-30,Engineering,6
TKT-001634,Policy & Benefits,Closed,2025-11-21,2025-11-24,Engineering,3
TKT-002449,Policy & Benefits,Closed,2025-06-16,2025-06-21,Engineering,5
TKT-001664,HR Technology,Closed,2025-06-18,2025-07-26,Product,38
TKT-001588,Policy & Benefits,Closed,2025-03-01,2025-03-15,Engineering,14
TKT-001973,HR Technology,Closed,2025-10-30,2025-12-31,Sales,62
TKT-001202,HR Technology,Closed,2025-07-23,2025-08-20,Engineering,28
TKT-002570,HR Technology,Closed,2025-07-15,2025-09-08,Engineering,55
TKT-002048,Payroll,Closed,2025-01-26,2025-02-24,Engineering,29
TKT-002453,Payroll,Closed,2025-04-13,2025-04-21,Customer Success,8
TKT-000293,Compensation,Closed,2025-03-05,2025-04-19,Customer Success,45
TKT-001549,Payroll,Closed,2025-09-26,2025-10-24,Marketing,28
TKT-000987,HR Technology,Closed,2025-03-18,2025-04-28,Engineering,41
TKT-002105,Payroll,Closed,2025-06-05,2025-06-21,Engineering,16
TKT-002466,Employee Relations,Closed,2025-09-28,2025-12-06,Marketing,69
TKT-002041,HR Technology,Closed,2025-07-06,2025-08-21,Customer Success,46
TKT-001138,Onboarding,Closed,2025-01-19,2025-01-30,Engineering,11
TKT-001586,Policy & Benefits,Closed,2025-08-05,2025-08-12,Engineering,7
TKT-002600,Policy & Benefits,Closed,2025-02-16,2025-02-21,Marketing,5
TKT-002046,Policy & Benefits,Closed,2025-03-09,2025-03-22,Customer Success,13
TKT-001925,Compensation,Closed,2025-02-20,2025-03-26,Engineering,34
TKT-001668,Policy & Benefits,Closed,2025-12-02,2025-12-25,HR,23
TKT-002558,Offboarding,Closed,2025-05-03,2025-05-11,Customer Success,8
TKT-002359,Policy & Benefits,Closed,2025-04-02,2025-04-18,Engineering,16
TKT-001327,Compensation,Closed,2025-04-18,2025-06-04,Data,47
TKT-002641,Compensation,Closed,2025-04-02,2025-04-15,Product,13
TKT-001646,Employee Relations,Closed,2025-12-18,2025-12-31,Engineering,13
TKT-002715,Employee Relations,Closed,2025-12-18,2025-12-31,Customer Success,13
TKT-002406,Employee Relations,Closed,2025-10-24,2025-12-08,Customer Success,45
TKT-000013,Onboarding,Closed,2025-08-10,2025-08-16,Engineering,6
TKT-001008,Learning & Development,Closed,2025-06-02,2025-07-19,Data,47
TKT-002633,Onboarding,Closed,2025-08-11,2025-09-09,Engineering,29
TKT-001770,HR Technology,Closed,2025-08-05,2025-09-29,Product,55
TKT-001918,Policy & Benefits,Closed,2025-09-06,2025-09-08,Engineering,2
TKT-002353,Payroll,Closed,2025-01-09,2025-01-29,Customer Success,20
TKT-002396,HR Technology,Closed,2025-09-08,2025-12-15,Engineering,98
TKT-001752,Employee Relations,Closed,2025-09-23,2025-11-15,Customer Success,53
TKT-002750,Learning & Development,Closed,2025-06-28,2025-08-02,Customer Success,35
TKT-002392,HR Technology,Closed,2025-01-25,2025-03-27,Engineering,61
TKT-001365,Payroll,Closed,2025-11-10,2025-11-29,Engineering,19
TKT-002542,HR Technology,Closed,2025-03-31,2025-05-27,Customer Success,57
TKT-001638,Policy & Benefits,Closed,2025-06-10,2025-06-30,Sales,20
TKT-001950,HR Technology,Closed,2025-10-21,2025-12-31,Data,71
TKT-001808,Offboarding,Closed,2025-01-17,2025-02-03,Product,17
TKT-000595,Payroll,Closed,2025-06-10,2025-06-27,Engineering,17
TKT-002321,Onboarding,Closed,2025-01-13,2025-02-05,Product,23
TKT-001811,Payroll,Closed,2025-08-21,2025-09-09,Engineering,19
TKT-001176,Onboarding,Closed,2025-05-24,2025-06-12,Engineering,19
TKT-002108,Policy & Benefits,Closed,2025-04-25,2025-04-29,Engineering,4
TKT-000085,Learning & Development,Closed,2025-08-31,2025-09-30,Product,30
TKT-002335,Payroll,Closed,2025-12-20,2025-12-29,Engineering,9
TKT-001415,Policy & Benefits,Closed,2025-03-31,2025-04-18,Customer Success,18
TKT-001256,Onboarding,Closed,2025-06-26,2025-07-12,Customer Success,16
TKT-001550,Employee Relations,Closed,2025-11-09,2025-12-29,Engineering,50
TKT-002176,Employee Relations,Closed,2025-10-09,2025-11-01,Sales,23
TKT-000247,Policy & Benefits,Closed,2025-04-30,2025-05-21,Product,21
TKT-002532,Offboarding,Closed,2025-03-20,2025-04-06,Engineering,17
TKT-001795,HR Technology,Closed,2025-02-11,2025-04-20,Sales,68
TKT-002374,HR Technology,Closed,2025-10-26,2025-12-31,Engineering,66
TKT-002655,Learning & Development,Closed,2025-03-13,2025-05-04,Data,52
TKT-002020,Policy & Benefits,Closed,2025-12-26,2025-12-31,Engineering,5
TKT-001982,HR Technology,Closed,2025-02-18,2025-03-15,Engineering,25
TKT-001739,Payroll,Closed,2025-05-19,2025-05-23,Product,4
TKT-001184,Learning & Development,Closed,2025-04-23,2025-07-16,Engineering,84
TKT-001834,Learning & Development,Closed,2025-08-09,2025-09-16,Product,38
TKT-001874,Payroll,Closed,2025-07-04,2025-08-05,Engineering,32
TKT-002243,Compensation,Closed,2025-09-12,2025-10-23,Engineering,41
TKT-002178,Offboarding,Closed,2025-04-04,2025-04-13,Engineering,9
TKT-002087,Compensation,Closed,2025-06-27,2025-07-10,Engineering,13
TKT-000652,Onboarding,Closed,2025-10-10,2025-11-01,Customer Success,22
TKT-002143,HR Technology,Closed,2025-11-12,2025-11-18,Customer Success,6
TKT-001907,HR Technology,Closed,2025-09-14,2025-09-21,Engineering,7
TKT-002549,Learning & Development,Closed,2025-07-10,2025-08-12,Engineering,33
TKT-002554,Compensation,Closed,2025-02-18,2025-03-25,HR,35
TKT-001912,Learning & Development,Closed,2025-10-16,2025-11-26,Marketing,41
TKT-000314,Onboarding,Closed,2025-12-28,2025-12-31,Engineering,3
TKT-001727,HR Technology,Closed,2025-09-22,2025-12-06,Finance,75
TKT-002460,Compensation,Closed,2025-05-03,2025-06-06,Engineering,34
TKT-001017,HR Technology,Closed,2025-01-24,2025-02-17,Engineering,24
TKT-002515,HR Technology,Closed,2025-04-25,2025-06-04,Customer Success,40
TKT-001969,Offboarding,Closed,2025-12-18,2025-12-24,Data,6
TKT-001592,Policy & Benefits,Closed,2025-05-19,2025-06-02,Sales,14
TKT-001794,Compensation,Closed,2025-08-13,2025-09-22,Customer Success,40
TKT-001816,HR Technology,Closed,2025-11-15,2025-12-13,Engineering,28
TKT-001836,Payroll,Closed,2025-09-02,2025-10-08,Sales,36
TKT-001409,Offboarding,Closed,2025-04-20,2025-05-09,Engineering,19
TKT-001756,Compensation,Closed,2025-04-21,2025-05-23,Engineering,32
TKT-000422,HR Technology,Closed,2025-01-27,2025-02-24,Engineering,28
TKT-001400,HR Technology,Closed,2025-07-27,2025-08-10,Executive,14
TKT-001809,Learning & Development,Closed,2025-07-26,2025-08-15,Engineering,20
TKT-002164,Payroll,Closed,2025-03-24,2025-03-29,Customer Success,5
TKT-002762,HR Technology,Closed,2025-06-11,2025-07-04,Customer Success,23
TKT-002328,HR Technology,Closed,2025-05-30,2025-07-10,Customer Success,41
TKT-002256,Payroll,Closed,2025-06-23,2025-07-14,Product,21
TKT-002588,Onboarding,Closed,2025-07-09,2025-07-17,Sales,8
TKT-002647,Policy & Benefits,Closed,2025-10-30,2025-11-19,Engineering,20
TKT-002419,Policy & Benefits,Closed,2025-08-31,2025-09-03,Sales,3
TKT-001842,Payroll,Closed,2025-11-10,2025-12-14,Product,34
TKT-002400,Compensation,Closed,2025-10-14,2025-11-29,Sales,46
TKT-001546,Employee Relations,Closed,2025-11-08,2025-12-29,Engineering,51
TKT-002356,Learning & Development,Closed,2025-12-05,2025-12-20,Engineering,15
TKT-002363,Payroll,Closed,2025-06-26,2025-07-06,Marketing,10
TKT-002103,Onboarding,Closed,2025-10-20,2025-11-19,Engineering,30
TKT-000542,Payroll,Closed,2025-12-24,2025-12-31,Product,7
TKT-001562,HR Technology,Closed,2025-01-17,2025-04-14,Sales,87
TKT-001798,HR Technology,Closed,2025-01-02,2025-02-21,Sales,50
TKT-001891,Onboarding,Closed,2025-02-06,2025-03-08,Sales,30
TKT-002412,Policy & Benefits,Closed,2025-01-07,2025-01-12,Sales,5
TKT-001961,Offboarding,Closed,2025-01-11,2025-01-22,Product,11
TKT-002348,HR Technology,Closed,2025-05-14,2025-07-05,Engineering,52
TKT-002343,Policy & Benefits,Closed,2025-07-20,2025-07-28,Engineering,8
TKT-002136,HR Technology,Closed,2025-06-13,2025-08-10,Engineering,58
TKT-001198,Compensation,Closed,2025-01-23,2025-02-28,Data,36
TKT-002325,Payroll,Closed,2025-03-31,2025-04-05,Sales,5
TKT-002447,Learning & Development,Closed,2025-07-12,2025-08-11,Product,30
TKT-000881,Payroll,Closed,2025-05-12,2025-07-02,Product,51
TKT-001568,Payroll,Closed,2025-05-14,2025-06-04,Sales,21
TKT-002553,Payroll,Closed,2025-06-06,2025-07-14,Engineering,38
TKT-001604,HR Technology,Closed,2025-04-09,2025-05-23,Engineering,44
TKT-001786,Offboarding,Closed,2025-07-22,2025-08-15,Engineering,24
TKT-001339,HR Technology,Closed,2025-04-28,2025-07-04,Customer Success,67
TKT-002454,Learning & Development,Closed,2025-04-28,2025-07-14,Engineering,77
TKT-001354,Payroll,Closed,2025-01-18,2025-02-10,Sales,23
TKT-002209,Payroll,Closed,2025-08-09,2025-09-06,Engineering,28
TKT-000687,HR Technology,Closed,2025-11-07,2025-12-16,Engineering,39
TKT-002376,Payroll,Closed,2025-11-22,2025-12-12,Sales,20
TKT-001750,Learning & Development,Closed,2025-11-24,2025-12-21,Data,27
TKT-000910,Onboarding,Closed,2025-05-22,2025-06-19,Engineering,28
TKT-000375,Learning & Development,Closed,2025-03-26,2025-05-28,Data,63
TKT-001987,HR Technology,Closed,2025-04-07,2025-05-13,Customer Success,36
TKT-000957,HR Technology,Closed,2025-01-19,2025-04-01,Customer Success,72
TKT-002227,HR Technology,Closed,2025-03-05,2025-04-20,Engineering,46
TKT-002188,Learning & Development,Closed,2025-06-27,2025-08-30,Engineering,64
